Total_Revenue,Total_Orders,Total_Quantity
2416.9,4,927
395.5,1,204
4293.86,17,2535
45179.1,43,29760
1191.13,5,953
6560.02,15,3584
1825.03,10,752
506.8,2,182
243.56,1,126
349.55,1,147
2001.59,7,795
1991.23,6,979
2927.38,14,1392
859.21,3,476
1267.6499999999999,6,3125
821.1,1,190
564.62,3,354
4008.52,6,2060
388.55,1,149
1160.72,3,820
686.4,2,544
388.52,2,156
1610.59,6,938
5676.34,15,3344
34095.26,5,220600
165.45000000000002,1,103
332.64,2,332
312.65,1,135
42.0,1,100
136.8,1,68
2369.55,4,1478
282.85,2,301
4234.99,20,4487
124.95,1,29
42.22,1,10
626.45,2,380
70.80000000000001,1,24
1275.81,4,673
272.04,2,228
1212.8400000000001,2,1140
1360.68,4,1133
1774.68,4,1772
730.7,4,210
865.2,3,467
351.13,1,185
1838.8500000000001,6,1575
678.25,4,331
223.85000000000002,1,104
708.26,2,463
464.57,4,129
3494.1,11,1566
337.34,2,274
5257.38,11,3488
307.4,1,72
608.7900000000001,2,205
922.1,1,390
6116.92,3,2252
939.66,3,661
880.13,2,587
71.66,1,70
1560.96,7,1608
839.14,4,516
10027.18,15,4782
320.0,1,1000
246.54,1,94
200.43,1,153
854.15,2,413
1876.23,6,2847
90.6,1,44
548.76,4,248
2427.32,6,2474
745.06,4,323
674.45,3,459
12823.521,14,5947
6640.68,12,5224
439.92,2,150
544.0699999999999,3,272
1019.27,5,486
458.25,3,157
4709.2300000000005,8,2264
1064.77,6,694
230.22,2,142
538.4,1,226
362.8,3,160
2860.57,17,2007
438.9,2,228
996.61,3,425
384.26,1,760
166.3,2,66
123.66,1,174
12973.460000000001,35,6640
846.55,2,469
4667.57,14,3084
190.25,2,187
264.7,1,109
677.72,2,356
5256.4,12,3884
1192.36,4,452
519.8100000000001,1,303
196.79000000000002,2,315
3379.93,7,2270
768.82,5,463
331.14,1,234
3954.29,9,2478
6753.89,21,3925
1893.8,12,1301
10020.86,22,4936
320.46,1,430
682.54,2,492
4757.8,8,3385
2026.06,5,2207
311.3,1,190
852.88,6,995
219.5,3,154
6775.71,19,2135
2274.14,6,932
3902.01,14,2359
895.76,2,613
376.46,3,143
566.7,3,204
9502.26,29,5043
2046.3400000000001,5,1838
4228.85,9,1779
529.73,2,877
209.41,1,149
6258.45,11,3425
2874.72,5,2478
2196.67,7,2181
79.48,1,16
509.04,1,326
1099.91,3,951
445.15,2,177
457.82,2,644
328.8,1,160
1084.57,5,775
1948.21,3,2004
917.34,1,378
11403.41,11,5722
229.75,1,73
367.15000000000003,1,224
1421.61,3,1037
1249.01,4,648
1716.58,7,878
792.15,2,681
584.07,2,345
645.74,3,238
4057.9,8,1914
713.11,2,427
104.82,1,62
10396.5,3,7170
467.66,2,198
7521.8,20,4215
39019.51,44,13783
4546.41,16,3740
109.44,1,576
648.89,3,420
2794.75,9,1405
626.65,1,268
836.95,6,590
3069.88,5,1708
267.28000000000003,2,192
12523.81,35,4972
141.41,1,94
431.98,1,180
302.6,2,152
3077.7,10,2100
10986.63,16,4459
154.99,1,460
3968.11,14,1541
748.69,3,467
13023.4,13,8480
746.36,2,689
21770.98,37,5709
466.66,2,174
572.3,4,490
92.46,1,62
1520.96,3,720
8152.71,23,4252
8346.66,22,6438
469.19,2,211
183.6,1,128
8898.24,30,7419
917.4300000000001,3,133
25585.65,24,12794
22710.2,9,3850
3260.24,15,3911
891.02,3,582
152.55,1,45
374.7,2,361
1516.72,4,510
225.81,2,58
321.6,1,85
1437.57,8,994
390.85,1,65
151.04,1,130
219.39999999999998,1,228
1734.87,6,1494
118.67,1,79
615.0799999999999,6,376
1553.47,9,586
618.73,2,302
1115.68,5,268
4867.57,10,3381
413.36,2,246
1082.19,11,760
150.5,1,306
9720.67,33,6434
39.95,1,1
829.47,3,718
64036.8,16,15276
158.75,1,133
76.32000000000001,1,72
9530.08,2,3316
7229.45,24,3606
433.86,1,391
311.77,1,158
2.95,1,1
65164.79,17,16352
422.85999999999996,2,352
147.35,1,104
5750.91,20,3666
191.95000000000002,1,63
9961.93,13,10542
1105.8799999999999,5,769
743.53,5,496
5988.83,5,3534
214.79999999999998,1,24
4877.3,11,3489
1044.96,4,660
144.2,1,88
12987.95,33,5825
692.85,4,458
5834.59,13,3539
7092.610000000001,16,3439
1364.09,7,650
622.6700000000001,2,509
1382.74,5,707
90.0,1,72
458.45,1,97
183.37,2,177
2780.15,4,2082
362.42,3,114
436.18,1,234
419.58000000000004,1,1618
2720.63,3,1628
1172.46,4,887
1900.0800000000002,6,828
924.21,3,814
2591.34,9,1414
1858.77,4,1215
168.22,1,105
3586.0299999999997,11,3368
911.14,4,398
11123.35,15,5814
8839.67,24,8534
1570.81,5,1148
332.7,1,462
965.8800000000001,2,600
1086.8,4,1049
935.05,2,811
915.13,4,355
671.34,2,518
115.8,1,30
30.599999999999998,1,12
7600.05,7,1655
9450.3,12,5780
2590.2,9,995
466.29,2,223
446.62,1,218
658.64,2,496
679.45,2,405
1997.3400000000001,7,1844
233.4,1,312
6460.7,8,3222
118.75,1,25
313437.62,156,164325
978.69,5,521
507.66,1,781
7860.8,20,6520
8421.47,7,4661
2996.93,7,1480
289.36,2,142
2594.62,5,950
1631.77,2,1033
120.44,1,53
251.15,2,82
1274.29,8,340
370.45,2,147
621.51,2,205
570.18,3,270
498.79,2,211
369.02,3,78
586.0,6,194
134.46,1,94
7678.88,8,3009
756.46,5,265
2209.69,13,1043
1600.26,7,1494
701.57,2,319
6117.5,33,847
308.35,2,120
678.77,4,174
278.34000000000003,2,60
452.89,1,127
197.65,1,6
1550.63,5,1550
123.5,1,50
2054.36,6,1162
5503.15,16,4392
79.9,1,2
4817.66,15,3724
293.74,1,218
1210.19,3,653
18670.59,36,10037
2615.6,6,2144
335.52,1,142
390.05,1,143
1569.73,9,623
1091.7,4,254
379.2,1,140
1193.54,10,806
847.76,3,166
339.34,1,80
1024.83,4,469
2414.2,9,1342
1185.01,3,930
157.8,1,36
567.05,2,529
4993.27,15,1739
5556.570000000001,16,2511
4402.29,18,2575
2190.14,2,2046
1192.2,1,244
1004.38,5,751
3250.33,9,2181
2150.04,5,712
3298.59,23,1230
169.48000000000002,1,160
633.83,3,363
1515.0,4,468
6517.49,17,3808
683.17,1,607
991.13,3,585
1841.71,9,826
2031.07,4,1167
2985.13,6,1714
6368.71,15,4048
745.5,3,260
2594.04,7,934
979.8000000000001,3,246
1235.6200000000001,4,610
2048.07,5,1941
2904.27,7,1261
754.12,4,951
4717.99,9,3014
1555.34,5,774
471.14,2,238
434.23,3,189
4263.17,21,1729
1247.49,3,655
333.70000000000005,2,242
280.55,2,123
7217.75,17,3631
366.41999999999996,1,814
1693.45,2,976
1474.06,3,804
753.56,5,378
1032.95,3,692
5400.461,12,2383
1904.05,3,1200
2879.7000000000003,5,1674
350.99,1,111
363.40000000000003,2,88
601.03,1,263
1000.63,1,1
2460.79,5,1147
5954.45,9,3332
32051.34,25,17488
120.0,1,68
824.28,3,544
1163.45,2,406
2618.23,8,1645
322.93,1,171
1517.3600000000001,6,553
1373.35,4,715
40.56,1,24
1516.24,3,530
354.85,1,147
295.73,1,123
492.65000000000003,1,197
214.18,2,148
920.81,4,1097
559.97,4,264
256.6,1,178
1189.3799999999999,6,538
2102.68,7,1406
17197.61,9,89806
205.83,1,131
191.86,2,46
134.04,1,52
245.15,1,45
7250.76,25,5166
628.4399999999999,4,550
1299.65,3,510
3284.42,8,954
8479.76,7,8795
176.63,3,261
426.6,1,188
911.26,6,292
4516.56,8,1600
7904.1,23,6146
9226.25,16,3429
2903.01,9,1558
375.34,1,190
2362.91,5,1029
456.40000000000003,2,314
1305.33,4,865
91194.49,82,100272
14070.25,27,8136
43.2,1,32
1992.18,4,1686
742.9000000000001,3,298
277.94,2,218
1725.01,3,775
1858.96,3,1089
3151.4,6,2065
4287.92,10,2816
1147.02,2,2
3780.81,11,2583
492.1,1,230
516.45,2,235
3090.29,11,1904
229.8,2,332
3197.82,8,1344
1370.34,5,4494
508.58000000000004,1,255
158.02,1,152
494.85,1,329
1346.75,5,713
2218.06,7,3275
474.1,4,158
605.0600000000001,2,350
701.61,2,402
245.48000000000002,1,320
940.98,3,572
1894.93,6,1296
445.05,1,1
9887.62,15,5913
200.63,1,103
462.65999999999997,2,252
1917.41,5,875
415.2,1,58
4318.48,12,2986
454.86,2,375
1614.91,4,1759
928.1,3,622
620.27,2,456
134.7,1,58
4452.02,18,2813
918.44,6,521
1079.66,4,626
2993.05,20,1546
108.97999999999999,1,50
2315.75,5,1878
82.6,1,48
409.57,1,183
133.5,1,86
972.03,3,543
51.0,1,12
1078.96,4,538
376.5,3,344
163.62,2,210
840.0500000000001,3,617
701.23,2,277
225.12,1,147
400.06,2,338
912.18,3,371
2118.03,4,1139
214.70999999999998,1,251
151.5,1,96
227.47000000000003,2,105
3717.35,8,1967
634.68,2,557
136.0,1,16
9227.82,16,4426
155.0,1,36
469.13,2,255
1175.78,6,266
100.5,1,34
860.08,2,378
76.55,1,17
108.0,1,20
1106.82,3,647
215.46,1,50
617.05,2,219
131.25,1,57
1265.16,4,712
48.96,1,1
625.9399999999999,2,449
1193.6299999999999,2,1667
1247.69,3,817
58.5,1,30
202.11,3,159
142.4,1,54
1727.6,3,795
6388.2,16,4190
1898.01,5,1388
6150.03,13,2830
135.6,1,168
266.4,1,114
67.95,1,13
93.8,1,58
7801.93,20,3872
1969.38,7,959
2612.96,19,1890
707.79,2,267
2108.21,8,965
1732.47,3,1706
6795.9,22,6401
285.6,1,240
1880.51,6,737
2724.13,13,1577
195.0,1,100
156.75,1,77
2157.73,6,1415
4102.27,11,2438
3427.29,9,2233
2631.9,11,1369
1063.0,1,196
1426.19,3,1428
764.52,4,277
2399.33,8,2877
11980.09,23,6263
490.22,2,326
524.65,1,543
1937.25,3,1711
1254.64,7,552
1639.17,4,1120
2469.37,6,1342
10271.52,19,6067
916.6099999999999,3,419
322.08,1,48
661.39,3,325
11727.94,17,7023
1263.52,4,538
1224.06,5,428
516.28,1,286
1220.9,3,446
2614.2,4,1202
2248.5,6,2013
280.7,1,131
1372.8,6,368
90.42,1,282
271.70000000000005,2,297
873.34,5,420
131.9,1,82
9443.04,5,2244
5982.03,13,1605
4611.6900000000005,11,1260
5367.0199999999995,7,1431
2082.97,5,1357
120.44,1,172
221.65,1,83
1200.28,5,1091
1711.73,6,913
375.35,2,104
2230.96,8,1604
1128.44,7,522
3258.68,12,1737
658.95,4,285
119.93,1,49
977.3,5,400
617.72,4,706
3017.28,9,2885
113.64,1,88
228.07,1,317
5375.741,2,2303
1093.5,9,1879
6676.91,13,3005
2242.81,12,1063
786.5699999999999,4,210
111.0,2,62
3925.85,11,2539
4267.15,13,2507
2203.2400000000002,12,1187
204.24,1,164
2093.46,4,973
712.04,3,282
400.95,2,187
2118.72,9,1271
234.34000000000003,2,88
1258.8899999999999,2,448
1151.15,4,541
193.0,1,110
1969.6,7,1120
1276.66,4,1226
1124.71,4,562
1299.52,4,670
2284.69,5,1568
4306.72,12,2869
257.1,2,193
1070.98,4,744
162.8,1,70
175.5,2,90
1266.27,7,761
1064.28,1,799
1574.93,4,1011
1273.47,2,933
340.93,2,139
1921.91,7,751
5087.86,10,3148
401.46,3,210
174.8,3,68
2363.89,7,905
697.0600000000001,2,332
3900.83,10,2120
2101.79,7,1231
356.85,3,117
251.21,2,161
2429.83,11,1480
3543.26,6,2004
673.26,4,308
11879.08,19,5325
2960.25,7,936
3216.7400000000002,11,1491
822.92,5,347
110.95,1,38
979.85,3,793
1314.81,5,784
1215.97,7,736
788.01,6,593
4380.04,9,2362
3724.06,12,1893
151.17,1,63
330.45,2,91
174.37,1,278
203.14,2,81
270.6,2,146
199.45000000000002,1,211
1748.42,8,956
241.09,1,251
2909.86,13,1169
8026.54,17,5106
258.65,1,178
27246.88,122,6647
364.21999999999997,1,278
578.61,3,325
6088.87,16,2989
376.34,1,260
3845.78,11,1111
3466.37,11,6038
6187.66,26,2822
5973.2300000000005,9,3214
170.95,1,39
641.4,2,228
1370.8400000000001,5,284
537.48,2,428
3709.64,11,1595
2491.38,14,1123
103.25,1,19
14587.87,39,2639
2938.53,3,2412
349.25,1,236
5184.84,11,2688
3974.75,8,2639
2541.29,9,986
913.6,4,394
1345.06,4,771
878.09,7,486
507.93,3,258
1818.6,9,1118
2279.4900000000002,4,1443
2304.03,6,842
815.69,3,323
788.38,1,510
655.5,3,162
75.6,1,72
6114.03,44,4580
1080.76,3,1014
6638.150000000001,26,2574
640.54,2,279
2605.62,2,1295
3859.2200000000003,5,1940
4092.0,4,2400
1530.3600000000001,2,412
919.7,1,645
597.3299999999999,4,257
613.75,3,431
160.0,1,56
5526.88,11,2878
2163.12,13,683
143.70000000000002,1,63
420.22,1,163
35.400000000000006,1,12
1364.15,7,569
168.63,1,240
105.56,1,56
14.850000000000001,1,3
409.65,2,304
114.11,1,73
1660.29,8,1071
1738.16,8,960
1143.27,5,630
237.36,1,444
1580.29,9,749
135.39,1,62
39.75,1,5
2993.37,20,901
1320.21,4,1228
557.94,3,407
3665.5299999999997,12,1848
363.33,2,183
2164.45,8,1228
222.22000000000003,1,75
2184.63,6,1436
384.04,2,354
457.89,2,292
865.1700000000001,2,487
213.96,1,168
205.35999999999999,1,80
660.0,1,400
143.85999999999999,1,88
921.5600000000001,4,416
29951.37,192,15217
23763.13,22,15335
3352.94,11,927
1486.2,10,12720
24.35,2,15
604.3299999999999,2,582
877.7,1,134
76.32000000000001,1,72
295.13,1,189
951.76,5,495
527.78,5,170
190.47000000000003,2,81
1342.32,7,704
1291.24,2,594
412.78000000000003,2,214
3000.57,9,1706
320.58000000000004,1,146
2016.98,10,1025
814.07,6,645
4497.88,11,2155
5410.92,11,3135
462.75,1,284
1998.0,5,1147
955.26,2,378
338.65,1,111
2025.69,6,1407
114.56,1,96
344.90000000000003,1,96
2124.46,4,1906
215.22,1,118
609.85,2,241
106.67999999999999,1,100
443.6,1,166
4978.96,9,2410
3649.36,10,1645
110.46,1,90
96.12,1,76
1679.89,5,1377
2247.72,7,770
876.89,3,587
528602.52,151,367193
506.04,2,175
4466.65,15,3265
3651.19,9,2415
62.5,1,22
2025.52,9,880
114.18,1,53
3593.06,12,1969
246.86,1,273
3878.51,7,2341
790.0,5,309
1450.19,6,879
247.15,2,47
2529.93,9,1195
285.74,2,228
107.95,1,35
1376.43,7,907
490.6,2,397
636.24,2,465
2749.65,7,1144
195.25,1,161
20395.34,54,11939
111.63,1,49
3216.78,7,2043
583.33,3,423
1127.45,2,571
1113.14,4,646
3037.32,7,1822
173.66,1,103
1015.58,2,660
8356.79,12,8792
184.91,1,139
403.39,1,179
1289.44,3,794
55688.5,58,26894
875.1500000000001,6,172
1514.81,6,949
146.56,1,386
1430.03,6,1005
4536.64,8,1969
852.53,5,457
1402.06,3,850
7190.42,28,5041
112.8,1,76
777.68,4,341
2114.33,5,707
1715.1399999999999,12,890
1165.36,7,388
244.31,1,193
1534.22,3,661
2473.28,8,1867
188.60999999999999,2,181
1217.27,5,602
702.6,4,484
3076.06,5,1606
4487.11,15,1744
6368.78,29,2878
318.17,1,183
1752.92,11,1164
179.0,1,100
367.54,1,246
139.2,2,96
1793.22,5,1159
8886.33,25,4141
1899.79,13,1135
2839.62,11,966
1328.0700000000002,4,411
5115.76,21,3329
906.24,4,642
1825.45,8,1030
543.28,3,643
81.3,1,32
226.42,1,202
1581.84,5,1025
663.81,3,219
109.07,1,57
489.52,3,214
1803.06,11,1168
341.9,1,184
1252.74,4,1335
116.5,1,82
463.72999999999996,3,458
190.58,1,68
586.24,3,372
1897.57,8,1078
380.02,3,256
5517.07,19,2273
14335.15,15,5799
1056.42,4,378
12240.16,56,4513
374.05,2,148
3554.17,4,1071
1821.9,9,757
11573.62,25,9696
4161.06,11,2081
1713.09,7,1006
579.85,1,374
50.48,1,40
3660.08,14,2399
2551.41,12,1969
593.5,4,398
328.2,1,84
2681.9,10,2422
310.15,1,403
112.03,1,65
126.45,2,65
389.64,1,260
869.51,2,412
1547.93,6,1010
9972.550000000001,25,4401
2653.76,3,1423
420.5,1,160
2864.97,7,840
1625.97,3,569
89.2,1,40
447.92,3,206
417.57,2,428
278.3,1,190
254.11,3,135
6375.7300000000005,11,3999
382.81,1,117
192.60000000000002,2,52
15514.11,17,11058
3637.64,8,1598
594.62,2,622
139.26,1,82
140.55,1,53
241.45,1,99
1011.9,3,1174
3708.3,15,4658
307.56,1,212
730.86,2,306
386.15,3,84
447.68,2,310
200.10000000000002,1,114
307.3,1,262
449.93,3,363
77.4,2,84
90.96,1,112
110.65,1,59
1156.32,3,719
197.64,1,116
2526.62,10,2642
303.63,1,127
6.2,1,2
625.9,2,361
1953.9,10,783
131.45000000000002,1,17
10169.33,27,7188
300.31,1,99
724.31,8,601
338.15,2,495
7191.33,17,6501
189.34,1,173
1502.98,2,2
845.55,3,370
353.27,1,121
1082.55,7,416
303.43,2,423
504.14,2,234
2718.6,8,2120
686.76,2,232
2354.03,13,1162
170.5,1,74
178.85,1,135
888.91,4,392
154.21,1,93
778.5,2,744
271.85,1,5
3959.86,7,2462
1153.56,6,543
456.41,4,170
1274.76,9,724
1230.15,7,459
157.70000000000002,1,94
321.43,3,88
4022.9100000000003,10,1954
4735.08,24,2774
385.2,2,152
9839.460000000001,13,9718
1455.8700000000001,7,957
188.88,1,164
1676.57,3,885
322.69,1,1
94.8,1,58
2206.16,7,872
297.0,2,180
102.44999999999999,3,45
3460.32,9,3030
769.9200000000001,2,361
915.28,3,927
362.71,2,179
7163.0,14,4164
2824.69,4,1166
211.79999999999998,1,132
6702.43,10,4369
150.0,1,600
437.4,1,193
1348.95,3,533
310.56,1,260
15407.61,43,11838
1770.96,7,1393
829.4100000000001,3,631
6132.43,18,4366
1376.87,5,345
4303.06,11,2987
6520.3,7,3510
1290.53,3,711
3651.851,7,2081
180.75,1,105
1705.64,5,888
170.32,1,232
1380.73,10,1076
841.1999999999999,2,772
266.76,1,132
92.52000000000001,4,204
20746.54,19,9089
2952.06,16,996
4184.01,12,2230
2778.14,6,2130
1838.95,6,483
1228.17,9,446
816.6,3,662
854.13,2,311
116.18,1,148
2862.4,3,1332
256.7,2,162
425.85,2,168
4076.5,25,2416
185.06,1,104
690.59,3,365
255.4,1,316
3546.65,14,1614
761.59,6,790
120.6,1,72
1598.12,3,1308
364.8,1,160
1862.0,1,1100
369.2,1,184
135.9,1,90
817.25,3,636
1106.73,4,788
202.35000000000002,1,79
1809.6100000000001,3,1047
1492.81,3,603
25119.54,38,10714
1826.0,8,931
3140.54,8,1162
3365.95,14,2207
1331.38,1,570
13.919999999999998,1,48
1919.0,12,880
1035.6200000000001,3,716
2795.33,5,1531
1630.49,4,2522
1971.39,8,1009
68.44,1,1
5547.72,16,2583
381.9,2,182
1404.68,3,888
434.35,4,238
291420.81,398,147972
1889.25,6,1819
4073.13,8,3955
1811.25,11,707
3042.95,8,2415
1123.75,2,891
5955.81,9,2551
359.35,1,129
1607.17,3,886
1316.07,2,953
843.74,2,376
749.1,1,418
931.01,3,312
359.4,2,204
308.2,1,196
223.91000000000003,1,268
836.69,2,487
5236.7300000000005,6,2193
1257.68,5,417
666.13,2,257
1770.0,4,600
3503.5,5,2100
2849.83,2,1931
12410.81,12,6274
1621.88,3,484
2322.43,2,1369
531.49,2,384
182.1,1,80
746.56,4,354
107.62,1,46
9784.67,19,4864
179.4,1,156
100.9,1,22
1049.79,6,416
1101.97,6,673
515.0,4,250
371.2,1,136
311.69,1,311
17629.35,32,6977
971.32,4,1014
462.12,2,209
163.77,1,74
1325.0,1,2500
261.69,2,97
941.99,6,248
695.42,4,494
221.27,2,221
16410.15,22,8372
366.91,4,123
3123.57,12,2287
206.21,1,143
596.09,2,363
1064.26,6,1060
1982.6100000000001,6,652
501.24,2,257
906.23,1,665
4919.35,12,982
1097.98,3,639
145.07,2,40
1314.45,3,369
89.94,1,37
472.39,2,507
790.86,7,234
31.929999999999996,1,17
3112.19,10,736
429.66,1,209
150.68,1,79
372.92,2,241
237.78,1,125
183.20000000000002,1,90
1260.51,6,348
292.01,2,256
563.1,2,338
1550.6499999999999,8,607
2038.65,7,1260
342.4,1,200
304.17,2,129
314.67,1,191
210.5,1,145
36.13,1,21
946.72,5,568
231.98000000000002,2,102
442.28999999999996,2,404
776.5999999999999,4,1408
753.18,4,352
129.48000000000002,1,88
490.52,1,218
199.10999999999999,2,70
4138.08,9,2214
1027.03,6,525
1220.77,1,623
13754.58,56,8666
757.78,2,387
156.91,1,69
360.0,2,1500
1259.43,3,639
308.94,1,184
416.6,2,289
646.26,3,383
1610.82,10,1715
257.67,2,149
2354.97,13,1584
620.89,5,243
125.58,1,63
496.21000000000004,3,189
252.81,1,150
198.47,1,111
2500.59,12,1079
1133.44,5,640
11578.65,20,4758
3559.39,16,1924
979.79,2,503
1048.8899999999999,5,655
3195.6,10,2782
962.94,6,673
365.1,1,234
1979.91,8,1225
3102.94,14,1576
11010.05,8,6601
2557.18,10,1672
8231.2,14,4748
252.73000000000002,1,245
429.56,3,316
397.76,2,298
1146.53,9,381
39141.48,93,17780
7.49,1,1
289.4,2,194
315.45,2,238
2870.3199999999997,6,1019
16024.15,35,5241
735.66,2,114
7623.79,25,4585
343.62,1,222
381.0,4,192
121.17000000000002,1,63
4087.19,5,2600
3926.91,9,3052
207.73000000000002,1,79
693.95,3,984
302.1,2,198
549.12,3,225
113.64999999999999,1,69
3255.96,5,1394
3387.58,16,1645
3491.2,19,1599
294.25,4,257
126389.02,127,74280
2585.62,8,1872
370.79999999999995,1,56
1254.41,4,810
3326.86,5,1446
893.59,1,317
3862.88,5,2151
1174.9,4,832
1109.53,1,520
737.0500000000001,3,339
1455.56,4,416
187.51999999999998,1,164
2788.02,8,1410
1553.1299999999999,3,1039
773.03,1,447
1447.74,3,866
2428.08,2,528
17286.73,53,8777
3625.4,11,1459
546.25,2,287
1854.57,12,749
93.35000000000001,1,43
88.2,1,38
965.2,2,600
347.54,1,169
218.53,2,95
306.94,1,470
1160.07,2,460
2420.84,6,1359
381.32,1,208
1046.6100000000001,3,582
776.46,3,230
13702.38,23,10778
83.0,2,28
3141.64,10,2233
219.39000000000001,1,120
908.35,3,424
39916.5,3,121
410.48,1,343
2193.8999999999996,7,270
1477.94,6,676
554.67,2,339
703.36,2,329
993.54,2,635
3094.91,9,1747
1422.52,5,1181
824.35,9,330
1300.25,4,499
983.1,3,258
1505.8500000000001,6,337
2442.37,5,1058
209.4,1,72
3509.43,3,2344
3400.12,12,3532
531.85,2,245
1352.75,4,648
2485.9700000000003,8,3093
244.8,1,1440
266.4,1,88
358.82,1,296
457.72,2,199
4487.27,11,2033
4656.17,5,2524
450.82,4,462
17024.87,24,8433
449.49,2,273
711.5,2,464
1783.68,5,1583
6860.18,23,4002
330.11,1,197
80.28,1,88
977.9300000000001,5,679
1806.9,5,960
1596.29,10,1057
305.68,2,84
1286.7,4,776
823.4,2,596
502.52,1,300
178.96,2,208
3243.69,8,2010
1388.47,7,1197
2619.92,6,2155
563.63,2,320
12160.31,29,5251
1194.73,4,756
1327.16,2,1473
623.5,1,366
301.29,1,187
1554.6100000000001,5,380
8977.94,13,6167
2085.61,2,795
5263.83,14,2994
329.25,1,198
1343.72,3,333
383.96999999999997,1,192
961.49,3,597
2654.11,5,3466
606.02,2,219
22116.73,34,13512
589.27,4,307
119.92,1,144
312.9,1,74
304.47,2,186
2028.1100000000001,9,912
487.75,1,160
167.16,1,140
1627.62,5,863
106.56,1,52
569.22,2,356
81.15,1,33
1289.5,1,290
1624.05,5,1611
1494.6,7,840
481.46,2,382
224.14,1,454
988.04,1,448
948.93,1,485
40.5,1,30
7491.92,13,5416
816.9300000000001,3,654
1200.2,5,688
2998.952,11,1186
639.93,3,297
685.39,4,462
310.62,1,666
1403.2,5,716
4777.18,16,1887
310.43,1,233
17524.38,46,6902
834.4399999999999,1,790
588.05,3,287
1666.39,5,1448
499.32,1,144
12021.53,28,8922
3861.0,1,1404
313.7,2,130
1877.51,6,1058
571.35,5,327
3122.4,10,894
549.05,1,195
1842.95,7,1660
6001.49,3,3
4400.18,15,4182
316.58,1,258
653.24,2,378
420.29999999999995,4,162
683.9200000000001,3,428
970.52,6,356
178.98000000000002,1,94
1176.19,3,841
894.4100000000001,2,240
208.28,2,84
328.35,2,272
1661.44,8,1254
2422.43,7,776
486.09,2,217
426.24,1,190
11468.83,22,6530
685.45,2,271
1778.96,6,1393
2062.2000000000003,4,244
3550.91,11,4458
1417.95,5,385
871.36,5,443
409.40000000000003,1,226
154.41,1,71
2488.4900000000002,9,1217
5580.2699999999995,6,3375
160.5,1,114
429.6,2,351
250.26,1,190
612.06,2,686
59.400000000000006,1,12
197.0,1,196
2772.76,16,1676
321.05,1,269
1412.32,4,1071
1071.99,3,692
780.59,2,594
4459.98,12,3214
3050.16,11,3328
302.04,1,196
927.2800000000001,2,543
912.08,3,472
4610.84,8,3021
780.4,3,359
976.06,3,514
1893.93,3,1065
9266.0,18,4980
60.0,1,48
20324.54,21,12108
2103.41,5,1430
2055.09,8,1588
1088.35,3,711
3706.02,9,2214
170.4,2,92
685.9,2,71
623.16,2,142
1182.3799999999999,4,631
8767.73,25,4468
1508.0,4,806
418.82,3,218
156.51,1,89
848.4,2,443
3345.64,4,1570
852.21,5,236
1717.36,5,944
961.9000000000001,3,428
1225.3600000000001,3,372
8524.86,21,4010
4528.54,24,2412
2030.95,6,665
228.96,1,216
716.57,2,619
615.14,1,498
619.8,4,317
476.34,2,373
496.15999999999997,4,458
1580.54,5,802
397.52,3,507
8543.57,16,5233
348.59,1,395
148.33,3,27
24.75,1,5
94.92,1,120
240.55,1,55
856.03,5,1010
3715.38,10,1336
1593.09,5,1627
10496.28,26,6567
13517.76,40,4905
178.39,1,55
247.5,1,178
233.35,1,97
207.04,1,139
10323.03,12,5452
641.94,3,292
9061.77,23,6000
6156.53,10,3356
496.44,1,292
6909.67,17,3763
308.0,1,102
1224.18,3,514
796.4000000000001,9,112
93.6,1,40
3484.73,9,3074
205.3,1,37
310.47,1,175
797.96,4,440
1634.64,1,1476
114966.42,208,70149
2930.19,12,1693
52.0,1,25
820.4499999999999,3,750
570.5,2,862
165.0,1,100
129.75,1,45
312.62,1,642
204.5,1,175
267.13,1,326
6709.7300000000005,12,3653
1390.86,2,971
434.6,3,188
140.22000000000003,1,74
1601.46,8,1382
1700.52,5,1351
208.75,1,116
107.24,1,88
2958.83,11,1217
714.96,2,1312
767.91,3,701
4892.68,6,2306
1028.56,1,344
350.82,3,273
170.22,1,79
240.5,1,84
373.02,1,200
277.93,1,148
1821.02,7,1138
105.5,1,76
2402.7200000000003,2,1008
406.09,1,283
364.5,1,84
563.94,3,116
393.54,1,81
596.12,3,260
1162.0,4,542
158.04,1,84
463.90999999999997,2,321
547.6,2,272
3430.22,10,1350
111.15,1,40
2794.4700000000003,7,1391
284.4,3,3
277.05,2,45
3239.57,13,1892
16425.86,42,14902
181.35,8,145
427.93,1,223
689.07,4,373
613.08,2,368
678.11,2,383
913.19,2,493
4557.13,13,2131
2389.08,7,2447
5081.33,11,2944
722.74,2,406
6251.26,11,3288
3739.01,8,1397
59.400000000000006,1,12
6017.06,8,6410
3084.54,17,726
307.32,2,290
60.959999999999994,1,84
1221.56,3,615
1211.75,4,253
246.5,2,130
4877.84,8,3000
3248.96,11,954
1890.5700000000002,5,802
13733.550000000001,12,9178
2027.79,4,1767
942.08,3,428
394.14,1,446
468.65,1,335
140.54,1,88
2733.8,5,3940
1216.66,2,894
289.87,1,109
2911.62,7,2144
891.34,5,378
5286.8,11,2372
107.45,1,17
796.38,2,278
94.0,1,20
1345.53,2,769
815.77,3,611
1302.3,8,662
216.95000000000002,2,93
1830.54,6,2034
