Total_Revenue,Total_Orders,Total_Quantity
26218.97,1382,12674
14486.55,938,7815
11609.19,716,27562
2642.2799999999997,241,6241
2469.16,283,5705
3073.32,317,7114
2671.81,340,5925
5537.57,581,6156
1451.3999999999999,124,1698
29198.280000000002,718,8985
2738.28,489,6726
3737.9,260,1218
2235.1200000000003,197,1269
883.2200000000001,49,315
7673.7300000000005,272,976
3528.75,159,440
6056.33,303,690
5475.93,312,659
19507.6,701,2275
15645.27,575,2385
23709.46,661,3141
3451.82,185,378
15411.9,997,5026
10374.33,557,5122
5278.31,363,1824
3542.7300000000005,258,1184
3101.46,125,325
52382.82,1816,40081
14418.61,566,2023
10103.38,410,975
1291.3799999999999,138,1538
2156.45,172,561
3297.25,209,586
2887.07,146,389
6224.719999999999,462,3896
5431.400000000001,345,2004
6820.7,364,2104
28112.03,566,10353
49300.94,1299,16186
2591.67,242,1400
16216.050000000001,620,1967
12104.800000000001,543,1426
16117.980000000001,617,1910
3212.1,160,373
9144.24,811,5127
6141.19,981,6586
79520.2,2322,88499
12759.609999999999,646,7331
7480.35,405,1827
5784.92,357,1296
2034.4,166,509
4336.25,264,1074
5469.51,392,1402
1974.29,169,537
11.82,10,14
13298.57,480,3103
3036.95,433,2366
1753.9399999999998,257,1415
1898.4199999999998,287,1586
2022.35,291,1531
8642.300000000001,828,4024
1279.79,92,549
8809.93,359,1085
1215.83,116,1396
2814.81,214,2374
5365.66,264,1232
9270.48,1149,9771
6885.44,270,745
6702.33,156,905
6160.84,403,1489
3359.6600000000003,175,726
7527.9400000000005,401,2373
4344.17,643,6021
1456.6,275,1727
845.3,185,1007
1134.6399999999999,193,1657
2712.48,297,2135
1318.99,158,1109
1210.11,164,949
13965.519999999999,421,1127
5862.42,474,4349
7559.909999999999,368,4756
11860.249999999998,388,7678
9101.96,431,4760
3988.85,413,4633
2287.95,188,1081
1022.79,182,1184
901.5,173,1013
1434.6599999999999,243,1636
1382.96,257,1521
2317.64,298,1871
1175.56,113,956
1158.28,86,964
1792.21,148,1398
1127.11,142,1185
1200.07,119,933
345.47999999999996,57,419
1291.05,131,1342
482.95,72,590
1594.77,241,1557
2024.35,243,2105
1947.82,306,2026
627.38,105,836
1152.22,168,2014
1207.8000000000002,168,1843
1040.1100000000001,161,2542
1291.47,117,1472
1271.29,236,2554
1357.7,204,1521
2638.67,153,685
13921.730000000001,787,4866
3848.34,300,1371
20150.99,810,7355
10770.070000000002,656,3773
7875.33,313,946
4884.86,373,1889
2927.4900000000002,250,1400
5959.53,383,1016
2104.62,214,1440
1248.74,158,877
3285.86,149,511
7304.69,216,561
8533.09,382,1032
4017.74,300,2465
4248.009999999999,261,2705
2200.75,195,1937
1435.7499999999998,121,1340
1525.99,119,1310
817.48,76,764
1223.02,78,670
4412.929999999999,264,3193
3773.74,222,2779
2860.2,225,2034
20629.38,861,16671
13873.539999999999,706,8411
16027.559999999998,833,9719
17702.62,969,13715
4430.82,202,3912
9891.4,526,4116
12124.78,643,5009
10492.449999999999,396,4926
12701.63,540,5439
4689.56,167,2380
4711.53,144,2267
2316.2,163,1621
1804.11,118,1199
2085.0499999999997,214,677
3459.08,266,1331
3113.94,223,1739
6755.56,300,2116
4254.05,269,1233
3146.07,137,985
3888.4800000000005,249,1110
2749.51,387,2136
1432.82,119,1257
1827.64,167,587
4983.9800000000005,389,1583
1698.0400000000002,174,2987
3545.02,180,598
2339.95,305,2528
1528.2099999999998,272,1617
1683.31,116,635
1797.06,152,664
3139.9900000000002,224,699
44257.740000000005,1391,15446
9943.550000000001,646,3065
36170.31,1159,12959
8430.449999999999,610,5159
197.89999999999998,22,128
6011.57,437,3660
6520.549999999999,381,4158
15639.65,697,10030
3552.3599999999997,264,2230
5644.77,510,8666
2234.96,214,4661
1522.52,146,2473
2151.9900000000002,264,6087
1385.46,145,3521
1511.05,184,1799
5698.889999999999,240,3467
2521.2499999999995,230,1817
1985.74,188,3297
807.3199999999999,133,1580
710.5999999999999,128,1466
612.61,103,1300
3119.18,115,2716
10583.119999999999,961,12453
10551.67,366,2571
7883.44,331,2840
29.809999999999995,3,15
17830.71,1117,7090
7917.889999999999,493,3039
8454.56,280,2228
45377.56,1742,31956
20871.9,1584,20015
9352.41,462,2073
8393.61,605,2651
4052.18,202,1278
7535.5,425,2503
6036.26,496,1845
2410.53,253,747
2303.39,169,781
6498.610000000001,340,2054
15289.79,443,2329
17242.3,568,2540
15778.67,1156,8059
8936.8,684,1828
3073.43,287,604
5099.84,430,1023
2969.29,284,590
2632.18,246,529
6920.11,435,3618
6826.51,546,3749
34640.84,1570,15765
10217.66,688,4964
19619.54,1100,9265
34071.97,2153,20248
43254.35,2398,25058
34088.79,2106,20783
32433.5,1248,17057
76324.62,2245,39437
1245.52,92,647
1448.52,83,813
635.1899999999999,66,323
1459.37,120,834
544.29,55,346
413.76,53,234
1427.08,184,1895
3687.48,430,4239
4734.6,277,4040
2049.56,234,2450
3012.78,250,3431
1195.8899999999999,212,1715
1993.38,217,1642
3149.35,217,2487
521.12,75,438
798.67,95,650
2290.46,164,1686
1667.46,198,1363
57318.71,2192,27281
5140.820000000001,402,2401
19728.24,881,6976
7203.57,220,1187
2520.15,204,317
2763.3599999999997,176,1970
11159.9,1103,21451
10417.73,586,12314
3242.59,509,6847
1014.75,234,2111
2351.86,406,4721
1760.94,354,2743
330590.32,3918,26478
20886.89,739,1529
4321.52,301,854
5133.3,372,1333
19273.280000000002,798,3210
3379.67,191,459
9844.039999999999,625,2280
6761.38,356,1397
6771.5199999999995,620,3365
6730.419999999999,517,3532
5186.28,422,2778
4733.49,281,2547
6185.22,537,4915
2687.05,289,4215
5457.97,443,6514
1913.22,170,1459
2599.01,363,3891
3399.41,292,8523
5729.570000000001,472,2644
4765.32,172,866
5393.43,264,683
13856.6,453,10132
3948.8600000000006,275,1287
1751.93,186,618
796.34,82,248
2426.73,121,753
4374.45,308,1323
2798.28,180,834
4496.99,238,1339
3358.1000000000004,255,1271
2212.92,144,801
3933.63,179,1405
21583.2,835,4416
47288.23,2046,15373
3790.47,173,1523
3389.74,172,1378
6283.87,376,4771
3607.81,146,410
12985.309999999998,784,7847
7284.239999999999,461,4517
9857.18,394,5312
28059.48,1095,11868
11542.6,413,1736
48935.10999999999,2151,27908
53506.130000000005,1952,17773
2568.76,176,627
5160.32,250,1099
3070.92,209,811
4746.53,254,972
3856.8,256,769
5218.61,269,1332
3356.74,276,2414
3848.41,317,2772
2691.19,214,1939
2863.06,263,2368
1309.81,219,1272
2739.43,214,2319
5440.51,349,1877
14677.84,419,1101
856.4,40,104
16373.699999999999,898,1632
11788.06,808,6905
7548.67,785,17916
5950.0,390,7423
27817.590000000004,732,43546
7608.119999999999,418,4738
3730.92,468,2765
2682.32,237,940
1996.0900000000001,193,731
4239.07,279,929
6933.740000000001,381,1135
21826.52,774,3584
2647.31,198,580
30339.36,762,2612
60880.3,924,3766
3178.02,54,141
7985.03,115,366
18034.63,744,3773
25603.46,900,5455
11561.95,697,2880
5130.36,187,387
821.57,90,316
1046.66,111,397
956.17,71,384
1894.7,170,585
2202.92,233,1082
2129.7400000000002,208,1046
1700.6000000000001,162,839
1589.41,152,806
2899.8,266,1398
2968.7700000000004,258,1425
2011.28,369,2294
1987.9299999999998,370,2288
1905.81,334,2239
1882.29,352,2183
2713.23,293,1925
2748.79,328,1946
6689.67,207,544
7623.41,554,5824
984.03,155,2437
4257.09,468,10065
3507.76,406,8136
1101.1000000000001,175,2862
1783.36,231,4519
5514.79,583,12891
1862.49,298,4454
3586.24,365,9091
2420.91,350,5861
610.4300000000001,86,1443
2268.13,247,5654
2410.29,189,6162
503.92,66,1245
1281.49,118,3247
3756.52,341,9382
1421.06,184,3451
1760.8,181,4375
846.82,189,1980
4404.31,428,3526
9718.41,711,6521
7669.64,425,2058
25912.87,1299,15441
13013.149999999998,1090,7794
22853.719999999998,1275,13588
18680.32,967,11549
22334.079999999998,1196,13585
17401.3,1126,10369
19513.17,1202,13809
1986.8700000000001,202,1583
17861.71,742,14836
19524.269999999997,904,11642
4682.3,393,3978
6923.85,533,5942
5221.400000000001,343,4570
1902.1899999999998,278,2086
2373.8199999999997,297,2836
6955.83,506,5561
20244.97,875,5479
20104.43,784,5521
20901.1,807,5631
5135.24,511,5780
3087.18,362,3439
4403.83,405,4907
4629.17,415,5074
6699.71,330,3113
2835.08,330,3132
7154.53,832,14023
6419.24,768,13302
3797.2799999999997,553,7152
13141.08,495,2322
2852.6299999999997,380,3565
6324.7699999999995,295,2522
4955.75,349,1873
13287.78,589,5222
21977.3,1084,17557
1815.1399999999999,295,2087
1841.1899999999998,308,2112
7776.84,483,2849
3626.7799999999997,238,1317
3854.15,208,1347
7956.84,304,1980
4823.9,415,5420
4377.33,412,4791
10544.32,796,12535
6471.2,438,6331
2766.08,291,4613
1131.85,144,1790
1976.8799999999999,189,3119
4209.9,429,4860
4547.19,417,5250
5415.589999999999,535,6383
3552.0899999999997,388,4143
4957.62,247,2017
23426.82,642,1827
14881.94,374,1069
22906.54,744,2533
1573.81,170,5735
2414.54,201,7087
5107.54,287,12680
4338.63,195,907
3984.99,109,1001
2419.7599999999998,273,3051
1954.2999999999997,368,5726
1145.8799999999999,188,3718
12460.16,825,39147
20546.99,942,4251
6984.349999999999,242,718
15620.09,708,4008
11073.449999999999,841,8181
13784.319999999998,875,8726
29450.109999999997,571,2945
12432.28,541,2312
27282.73,1219,3152
22911.55,950,2627
7167.4800000000005,339,837
14016.800000000001,653,1600
8367.8,350,1744
37955.5,1368,20807
33380.83,1333,18058
12241.849999999999,663,6272
20540.33,779,10290
17576.670000000002,858,8541
15946.55,499,1688
15795.01,485,1660
13437.03,489,1618
11492.82,598,4478
735.23,74,405
4021.12,275,1651
765.39,87,357
704.9,69,300
2348.47,141,989
1006.2399999999999,96,464
7069.879999999999,610,4857
9925.13,741,5560
12654.71,880,8913
919.63,82,1058
11541.78,486,2302
2717.8799999999997,282,1786
2720.8599999999997,270,3175
16794.05,830,9910
5618.21,381,3031
16971.27,597,2534
12845.0,53,76
9290.0,37,45
50.15,7,59
29563.809999999998,1075,15942
5839.41,194,881
6620.45,631,8199
16213.61,994,9951
11465.29,688,5764
2954.19,266,1429
9589.84,703,2955
33682.62,1657,10706
13586.35,848,4845
10898.05,579,3587
7613.94,438,2386
5510.57,425,4432
2811.3399999999997,246,1688
4736.11,370,2850
1667.5,195,1320
2956.33,297,2377
2754.95,270,2227
2464.98,305,1830
2143.03,280,1583
1875.53,248,1400
1695.68,230,1263
1820.45,230,1356
1559.52,189,1167
1521.86,182,1166
1501.66,190,1131
1342.44,162,1012
1395.84,160,1082
1857.39,221,1406
5784.67,149,895
4756.7,93,865
8366.72,264,1092
15836.35,437,2530
5198.6,218,758
15965.95,606,2135
20469.08,350,17875
10958.6,858,4893
2070.15,225,1457
2790.83,288,1415
30425.050000000003,1353,9795
24374.620000000003,1033,8193
38249.5,1424,13070
3155.4,98,1384
1320.5700000000002,158,675
3156.3199999999997,94,1589
921.8100000000001,165,513
3564.76,295,8678
1567.86,151,3733
1693.24,125,4222
905.94,83,2157
2140.5,159,5325
1099.58,77,2799
2821.28,173,7184
2210.34,181,5377
3002.42,508,7295
2616.12,368,6084
2157.91,359,5277
1133.93,218,2717
2211.41,447,5218
1018.42,215,2405
1141.36,264,2605
1987.83,235,1467
38108.89,1385,7483
4671.81,297,1020
24459.960000000003,835,5972
4262.820000000001,295,1164
10324.92,549,2518
32609.32,1273,7671
36543.77,1363,9234
24257.31,969,6215
11864.0,612,2999
14867.27,746,3702
3965.62,266,2958
5001.84,337,3773
4425.49,338,3441
26763.75,756,9772
2541.38,231,1434
4538.28,408,2527
5840.43,493,3266
8012.57,498,4447
7357.44,601,4021
11395.31,300,13345
9173.029999999999,292,10652
2475.3,180,1002
4542.5,351,1502
4245.17,300,1515
9764.640000000001,703,3976
6699.25,564,2910
4487.2,402,2035
10161.4,742,4142
15354.35,685,3759
11697.6,647,3125
8445.97,466,2264
28139.45,692,3459
1915.2099999999998,404,2332
3044.8599999999997,492,3924
2997.6299999999997,499,3776
1393.45,215,1204
3070.18,308,2696
2618.35,314,2437
15866.559999999998,795,9380
4506.889999999999,120,356
1182.78,34,48
3276.62,133,204
5430.59,135,662
3462.49,25,183
3508.3,53,311
12864.25,640,4367
9478.23,295,1004
11064.72,354,1158
3656.86,45,174
1799.62,71,112
10147.08,512,7489
5914.92,314,4377
3171.11,227,2392
3591.06,184,2791
5190.03,284,3633
17530.46,691,1708
3838.82,100,455
3844.46,194,972
6631.35,193,1735
6167.59,179,1623
7060.58,307,867
3712.2999999999997,84,254
6316.3,45,482
7727.14,369,1551
2207.11,122,412
1549.1000000000001,92,248
3942.62,84,476
2419.54,196,1238
3884.0000000000005,1,200
11728.69,434,9458
3241.1299999999997,262,3489
3271.35,209,389
11175.81,498,1597
8020.45,316,806
4205.5599999999995,140,242
7336.09,356,2367
2020.84,108,253
4586.4,268,1127
5277.95,299,1300
1933.59,62,110
2237.84,36,59
14075.800000000001,670,5261
3008.82,231,2207
1149.02,57,430
4086.5600000000004,294,1375
1243.88,83,420
7664.72,379,2568
6729.13,328,2199
2884.13,140,1021
10734.43,462,4879
7663.83,373,3945
1147.77,295,2728
1468.53,340,3433
2950.93,436,6856
1434.9,355,3392
2720.86,404,6290
1418.12,331,3351
845.1300000000001,110,1353
1047.45,186,1660
3367.35,183,581
3655.0,18,32
2153.9500000000003,48,61
799.02,38,100
6210.0,41,58
7150.0,35,46
2565.0,11,17
2468.5699999999997,118,241
3760.71,18,181
2286.28,138,776
2033.15,85,185
4163.54,13,120
11287.630000000001,597,6900
27082.84,1011,5302
16455.18,450,3534
13220.86,271,922
8971.17,260,579
10023.65,402,1323
6002.52,306,772
5308.58,237,818
3858.51,177,595
11593.28,498,1227
6764.599999999999,394,999
13264.82,346,825
18352.739999999998,482,1157
6128.599999999999,151,381
6287.73,162,403
123.6,1,8
4193.679999999999,523,5167
2467.11,160,565
2205.57,146,645
5624.5,244,1160
5979.24,427,4795
1059.8500000000001,32,877
1048.28,66,1230
1877.34,139,1135
2085.75,165,1250
1060.85,111,612
522.93,50,305
3373.22,221,758
3166.61,169,1107
158.76,2,378
31416.040000000005,1212,14537
28266.870000000003,1083,12778
26117.63,1054,11872
270.38,27,124
393.63,57,167
367.96999999999997,46,155
289.39,30,127
311.3,39,136
262.5,31,120
272.02,28,126
268.34999999999997,30,123
252.22,23,118
271.64,28,128
330.26000000000005,45,128
134.4,21,82
230.26999999999998,37,111
218.82,36,112
255.07999999999998,50,126
213.04999999999998,34,109
217.26,39,110
210.26,35,112
174.16,29,98
160.35999999999999,28,92
130.82999999999998,23,79
327.12,39,196
7821.96,260,800
3103.7,230,644
4322.06,295,3520
1306.09,182,2721
5160.78,192,561
8648.49,411,2847
5230.55,367,2076
2894.75,298,1956
6604.16,471,3168
5769.76,421,2773
19834.04,723,6156
3506.56,199,1716
2053.96,82,745
10755.050000000001,463,3467
2957.17,194,1077
6214.83,445,3370
7279.03,829,8686
4524.0,485,5610
15275.82,1086,17144
58652.700000000004,1427,18634
2454.3500000000004,164,853
1471.0900000000001,108,313
2107.85,122,450
2720.6600000000003,170,570
1474.52,194,3281
1363.38,249,1962
1386.65,252,1996
1322.8600000000001,249,1925
1255.44,248,1800
2199.19,252,3478
1226.72,220,1771
1789.1999999999998,113,2073
1314.8899999999999,90,1583
1323.4199999999998,95,1500
2989.52,191,488
4150.31,216,680
2948.57,162,468
2041.3500000000001,118,296
1459.75,17,23
2846.8,189,1108
1963.3,129,813
2000.88,72,884
2585.92,122,940
1707.47,78,589
2066.82,65,690
895.97,50,279
2563.24,160,972
6891.249999999999,273,3687
3502.54,181,700
15282.81,586,3491
21727.58,483,2615
9466.41,246,1221
11696.640000000001,356,2381
3577.9900000000002,158,4870
7365.7,338,7641
15060.57,275,976
12704.15,209,1011
2164.69,180,2155
2858.19,177,2010
11452.64,352,8333
5785.97,634,10993
19240.05,1144,32988
948.55,119,760
293.89,50,238
2885.26,185,1448
4878.900000000001,256,2494
5014.650000000001,214,1775
3981.96,284,9738
38380.11,1159,9019
26888.43,1200,17252
3640.93,354,4366
3079.41,319,3696
5768.830000000001,408,2761
3834.0400000000004,260,1842
10131.26,732,8219
3271.4100000000003,138,1171
11184.82,306,1127
21501.989999999998,709,14461
10140.6,317,4334
5849.29,272,2431
3219.74,243,1882
2314.33,155,1361
2795.8099999999995,211,1636
1679.66,193,1245
1465.26,149,1127
1313.86,140,999
9564.98,238,2464
6391.82,381,4090
3910.0099999999998,291,2363
704.13,105,471
1543.77,212,1154
2843.55,551,6695
1370.73,214,3349
1895.24,136,4722
2389.9,204,5795
105.84,11,252
11238.45,446,9363
8999.27,372,2811
2917.4300000000003,164,633
7604.889999999999,274,3887
10373.99,348,5233
16478.48,1073,12649
956.94,218,2194
1058.64,266,2381
2094.93,408,4801
1094.93,222,2545
5262.82,534,12366
1252.59,222,2894
1368.28,278,3169
914.37,192,2119
226.2,53,542
903.16,221,2002
2126.55,241,4733
762.75,173,1758
7741.749999999999,184,498
6719.61,133,433
4082.5199999999995,103,263
4879.599999999999,111,315
4197.110000000001,246,1071
3674.1600000000003,223,924
3419.5800000000004,209,856
338.38,18,40
575.25,24,74
826.28,22,67
612.1600000000001,21,51
629.0500000000001,28,81
2191.84,76,180
500.82000000000005,27,120
808.16,22,422
437.81999999999994,25,274
667.8500000000001,11,255
760.8000000000001,54,350
1198.96,62,556
627.95,30,295
2377.1299999999997,137,1369
2303.9199999999996,156,1352
2152.2999999999997,155,1278
3853.68,199,2328
1058.8999999999999,74,714
1448.6699999999998,88,979
3199.99,191,2191
232.42000000000002,16,184
325.15999999999997,20,196
42.919999999999995,8,44
399.71,28,199
1394.03,41,253
1178.48,54,272
711.51,28,103
543.51,23,81
423.29,25,101
497.9800000000001,25,118
2111.4900000000002,36,349
333.5,25,58
2368.37,99,577
3896.84,186,456
4286.55,205,497
3223.49,162,365
5949.34,278,654
3254.32,164,364
2604.93,130,295
1395.18,38,657
2898.12,39,963
1768.67,45,773
430.86,48,490
528.1700000000001,42,249
1332.68,117,1015
3717.56,23,221
3427.44,99,273
2137.81,85,259
1236.66,78,294
1966.93,136,809
556.21,32,88
709.5400000000001,44,160
1205.1,19,315
1273.76,30,334
1706.5,61,143
547.27,48,246
1960.3000000000002,80,472
9935.76,277,8076
13695.77,344,10395
8553.34,257,6831
2225.45,106,251
9117.62,257,1074
4038.25,139,483
8558.76,297,2328
7250.900000000001,246,1932
66870.03,994,30739
3583.23,78,376
1451.43,47,1225
1090.66,69,868
1033.28,79,795
4215.78,225,2354
1870.0299999999997,149,2237
3656.32,209,580
3757.78,135,523
2239.2400000000002,142,939
1924.92,79,152
1736.6899999999998,146,1033
925.35,58,137
2739.38,257,2166
1739.6299999999999,213,2031
1075.03,157,1274
6846.159999999999,365,4072
1405.42,46,118
815.59,53,291
1009.51,73,359
13290.519999999999,372,2219
6835.02,268,2386
4147.18,255,700
3839.2400000000002,138,312
4507.08,241,546
5868.5,57,1154
737.95,45,149
770.32,45,152
382.44,22,76
501.23,45,93
6102.18,258,813
1401.7,151,2282
682.39,100,1685
1000.4399999999999,111,2501
1726.09,133,2251
759.5699999999999,95,935
751.38,43,567
574.88,38,459
5532.04,291,1109
3759.0,194,736
2258.6600000000003,139,448
3999.5000000000005,172,950
3988.98,184,962
3835.9800000000005,115,942
5138.6,152,1020
5525.4,155,782
6431.110000000001,38,1065
5416.18,45,1541
511.89,49,135
275.62,23,83
1231.51,82,879
528.6999999999999,27,414
766.1,52,182
272.91,25,79
1220.8200000000002,40,121
239.97,16,30
4197.83,274,5089
1979.4799999999998,169,2084
2645.26,227,798
2752.2,261,1868
1816.31,247,2139
251.45000000000002,21,99
390.75000000000006,49,148
114.33000000000001,21,61
2080.65,159,554
1020.69,90,263
5842.88,235,2701
1904.77,135,2221
3423.29,205,1665
5143.06,163,2557
5513.83,255,2633
4713.52,223,2293
1794.48,76,1450
2145.3,98,1715
5143.6900000000005,176,1412
4515.22,209,1832
2718.65,92,578
5141.0599999999995,280,3114
81700.92000000001,247,78033
4476.009999999999,231,5847
4558.67,337,3291
6662.84,314,1556
11097.249999999998,445,6857
10051.99,381,6247
6344.409999999999,305,3861
24879.13,416,2766
12342.43,322,3055
9587.15,329,3160
4693.08,226,2165
5521.29,267,2532
936.89,68,327
930.48,53,324
621.09,49,122
1733.57,82,201
3688.2099999999996,433,3741
967.17,84,226
4764.5,264,874
114.85,30,317
819.4599999999999,70,1982
695.06,74,2338
6447.7699999999995,333,3471
3507.51,141,1249
2761.8999999999996,202,1702
3628.8899999999994,281,2201
6114.24,345,3516
4079.28,175,1922
4077.37,214,1835
2842.24,298,1872
2303.5,249,1478
5062.599999999999,475,3342
30450.690000000002,978,14908
14188.960000000001,595,7067
27850.83,906,13366
21810.43,879,10941
42030.340000000004,1231,20485
7741.94,583,7976
5726.38,467,5857
20852.579999999998,1036,12147
13325.55,740,7830
10441.91,668,6308
21418.82,1098,13170
3551.53,192,2849
2930.57,160,2329
2860.89,186,2296
2138.42,152,1682
1695.04,103,789
7038.400000000001,210,3564
630.73,44,525
1613.82,97,1309
483.03,40,379
568.6,61,430
869.15,103,993
1363.04,145,1536
718.53,75,799
750.1899999999999,88,801
649.02,71,738
1176.1699999999998,88,1355
1596.67,98,1247
2070.06,117,1642
1960.0,125,1492
6739.71,256,1869
3217.92,235,7976
3008.34,260,7277
3436.92,238,8526
2105.5,158,5175
5079.78,277,1722
1950.66,105,736
7059.97,327,2493
4274.39,177,1053
7771.610000000001,274,1849
3353.84,178,842
17000.170000000002,536,4177
4669.55,363,2165
3024.63,214,1470
23489.420000000002,470,4800
1733.9799999999998,112,936
31118.550000000003,873,6345
6681.25,309,2194
1426.1,81,842
1531.03,110,1179
2105.75,120,1712
2261.61,138,603
3848.8599999999997,70,258
6903.110000000001,299,1703
4097.22,158,1014
8667.07,368,2113
5147.19,445,3863
2690.81,299,1963
2404.79,293,1769
2743.82,319,2053
1531.95,108,1202
2018.1399999999999,89,1447
1152.98,94,779
1646.32,125,1174
1496.8899999999999,104,1731
562.2199999999999,44,364
1649.0499999999997,112,969
2004.9999999999998,119,1180
4521.72,325,3720
1614.16,157,2023
1000.82,101,1280
757.86,135,812
7003.38,233,994
38133.64,728,5487
4572.41,191,4807
4747.62,222,5048
1603.3899999999999,198,1879
4444.2300000000005,185,4625
2013.7,191,1622
2890.3500000000004,214,2430
2059.03,195,1634
2703.33,222,2181
6989.54,552,8471
3607.81,354,4392
5073.45,444,6134
5985.55,378,4979
6792.23,161,4303
43148.18,1146,8466
3772.88,146,1012
11785.99,758,6809
16327.349999999999,913,8807
2181.4199999999996,230,1536
126.75,6,65
138.45,9,71
159.9,9,82
4123.38,277,2808
6371.89,629,12049
3272.61,382,6139
4495.85,407,8275
4997.28,245,12050
6488.2,344,2390
5964.150000000001,214,1423
15798.66,401,2990
5012.96,117,407
2094.24,86,213
2501.64,110,250
1777.46,82,173
9162.41,376,3809
9219.53,403,3720
7053.57,333,2661
8438.539999999999,629,4716
8878.210000000001,562,3069
3146.78,294,1469
816.0400000000001,44,399
740.9399999999999,35,462
2237.08,76,3442
1051.14,41,1734
13269.49,405,2841
3038.1899999999996,233,1767
2286.97,216,1794
1062.28,109,1596
3542.7099999999996,287,2059
2695.45,233,2089
1491.75,130,2271
790.7800000000001,96,377
519.25,85,225
388.75,69,180
915.4000000000001,109,431
400.84000000000003,76,173
4034.08,151,2500
2741.35,121,307
3176.41,163,373
13972.710000000001,476,6078
23772.07,716,10285
2886.25,174,2451
3112.34,184,2628
1077.3,97,860
1633.81,168,746
4342.6,337,3221
3445.08,305,2712
4875.65,354,3535
2459.2,212,1800
3510.0499999999997,327,4007
3429.3999999999996,322,3740
28718.800000000003,782,5816
13334.320000000002,476,2359
1982.0500000000002,102,450
2008.38,89,594
1866.4599999999998,79,990
2286.4,114,1182
1463.0800000000002,169,1857
1667.95,195,2249
2491.2000000000003,282,3278
1679.5500000000002,232,2379
1581.06,126,1105
2151.6,151,1550
2304.78,185,1705
1750.29,147,1389
1313.3899999999999,100,1608
1962.83,131,2456
1100.6899999999998,103,1342
1384.9099999999999,155,3039
592.4499999999999,133,1351
1840.08,176,3997
465.36,76,1220
983.5,121,2344
562.88,80,1496
7356.18,220,1875
3432.09,154,821
4751.49,237,1115
3025.59,163,747
1628.17,87,389
1475.03,113,662
3207.91,229,801
1877.65,150,435
3257.08,210,748
2750.5299999999997,196,654
5097.65,217,489
535.35,69,606
1745.55,225,1914
2409.34,107,461
2354.87,83,459
1147.28,68,296
2204.11,134,625
4561.76,169,1011
1311.48,70,252
2422.6600000000003,111,456
2709.43,133,265
644.8000000000001,59,310
801.6800000000001,43,215
290.1,18,36
1118.6100000000001,56,227
2354.8,76,358
909.3100000000001,58,173
1378.75,64,141
412.17999999999995,47,328
184.67999999999998,25,132
157.5,27,146
1166.0,79,557
1043.72,86,473
351.37,32,164
349.2,33,160
477.89,47,213
876.9,66,219
2509.62,135,462
621.44,56,275
3444.4300000000003,206,1275
2860.58,114,237
675.91,33,77
400.01,23,47
301.88,18,36
1171.23,72,1449
1088.36,74,1276
1108.58,89,1258
1884.17,199,2095
732.4200000000001,99,824
2367.39,114,1979
2373.63,131,1939
2209.92,109,1809
8855.51,397,3986
299.36,5,164
9.24,3,22
83.2,7,40
1200.0,79,79
2161.24,101,2668
230.24999999999997,3,157
231.89999999999998,4,158
41.24999999999999,3,25
15.0,1,12
556.17,52,277
1021.76,87,518
615.98,47,316
733.2,52,174
569.4300000000001,35,207
634.1,36,158
549.88,31,112
762.4499999999999,30,51
412.5,19,33
1007.0799999999999,43,108
3041.21,94,847
1607.04,46,80
139.39999999999998,8,13
99.2,8,18
247.63,16,29
498.03,27,55
120.08000000000001,11,32
156.75,11,19
1355.24,72,332
1460.5,84,232
616.79,27,65
894.42,33,58
552.02,51,678
270.96,37,312
242.17999999999998,31,286
264.72,22,205
123.47,13,92
324.40000000000003,13,285
872.38,44,113
6719.14,215,1798
281.17,29,228
661.02,39,418
1636.36,73,1328
547.35,35,185
5843.92,83,262
4145.47,74,275
795.5799999999999,44,80
2709.23,159,913
2032.77,101,542
1897.76,78,228
635.38,28,76
8497.98,415,3964
5354.01,205,809
306.66,41,225
154.52,31,112
3656.02,195,2558
2372.68,99,1640
586.23,110,1312
2038.33,98,1626
2217.87,112,1821
896.41,94,714
4860.55,335,3643
2848.89,208,1927
1651.29,115,1200
1129.1200000000001,146,2723
1155.67,119,2882
1163.45,120,2627
451.46000000000004,65,1062
1118.8,120,2521
1252.01,98,571
975.24,57,500
1114.26,70,566
977.39,74,478
1164.98,71,579
1058.6,42,296
996.38,63,334
980.41,44,361
792.31,24,224
600.55,32,167
793.37,44,413
727.4399999999999,32,354
1173.8100000000002,41,360
1557.63,63,481
1863.8200000000002,53,582
6021.4,143,1012
1428.56,48,420
1504.49,50,479
2011.9900000000002,37,637
4436.27,87,1056
5538.26,112,976
901.58,31,210
998.64,36,215
8608.9,260,1387
8440.24,215,1324
3442.13,85,626
581.13,34,111
1329.54,32,331
1227.95,41,247
947.0600000000001,14,150
6823.91,152,872
3800.16,89,506
7010.76,103,1236
1015.78,20,164
1025.6,84,2480
1365.0,120,3250
661.5,62,1575
451.5,43,1075
548.1,52,1305
763.1,64,1855
839.8399999999999,136,1840
3881.91,116,1863
6444.65,68,568
4805.53,57,422
4780.57,50,421
4937.01,53,436
3930.27,32,350
4703.87,52,415
1482.41,124,649
499.18,26,172
476.0,16,170
724.59,43,251
841.31,76,644
586.31,63,410
1156.93,83,881
291.58,37,211
787.52,48,630
4717.66,192,954
4931.87,276,2772
6406.91,257,2841
105.0,14,14
367.34999999999997,32,179
